"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"46"," http://t.co/SQWoKOQxaI here's an interesting read about a topic we talked about a while back.",FALSE,0,"mjagger1",2014-01-17 18:52:15,FALSE,NA,"424252848340082688","144307925","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"47","9am MAT201. ahhhhhhhhhh.  ",FALSE,0,NA,2014-01-17 12:30:59,FALSE,NA,"424156898813042688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mzhang13",0,FALSE,FALSE,"-74.65606466","40.34483251"
"48","when people just don't get it.   ",FALSE,0,NA,2014-01-17 02:48:49,FALSE,NA,"424010388758200320",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"49"," is literally amazing... https://t.co/i0oURTFPhH",FALSE,0,"Unrollme",2014-01-16 18:47:18,FALSE,NA,"423889214120292352","339769044","<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>","mzhang13",0,FALSE,FALSE,NA,NA
"50","  whaaaaaaaaaaaaat.",FALSE,0,"raymondjacobson",2014-01-16 03:49:12,FALSE,"423662882010963969","423663198860886016","347608512","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"51","diving into a world of multivariable calculus for two days... goodbye social functionality. ",FALSE,0,NA,2014-01-15 04:12:31,FALSE,NA,"423306679698984961",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"52"," let's try 1900",FALSE,0,NA,2014-01-10 02:08:51,FALSE,NA,"421463616747864064",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"53","preach it. ",FALSE,0,NA,2014-01-10 02:02:51,FALSE,NA,"421462106609688576",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"54"," I might&lt;3",FALSE,0,NA,2014-01-10 01:57:45,FALSE,NA,"421460822565466112",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"55","Twitter is full of laughs. ",FALSE,1,NA,2014-01-09 22:08:20,FALSE,NA,"421403088876883969",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"56","wow. http://t.co/ZN1VhkGXBL",FALSE,0,NA,2014-01-08 16:57:53,FALSE,NA,"420962574209794048",NA,"<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>","mzhang13",0,FALSE,FALSE,NA,NA
"57","  lol",FALSE,0,"LaurenKinane",2014-01-05 18:49:02,FALSE,"419872031585628160","419903382774493184","61691830","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"58"," 4am really does know all my secrets.",FALSE,0,NA,2013-12-25 09:00:23,FALSE,NA,"415768977923530752",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"59","there's always things to find happiness in. ",FALSE,0,NA,2013-12-25 02:08:33,FALSE,NA,"415665337347366912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mzhang13",0,FALSE,FALSE,"-73.13360548","40.79757114"
"60","Se7en... The Usual Suspects... Now You See Me... my mind is gone.  ",FALSE,0,NA,2013-12-23 07:36:30,FALSE,NA,"415023090817445888",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"61","more than words. ",FALSE,0,NA,2013-12-22 16:57:18,FALSE,NA,"414801832746037249",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"62"," I went to the taping today because you're my favorite player to watch. Keep your head up and good luck!",FALSE,0,"WestriceLoL",2013-12-21 07:52:30,FALSE,NA,"414302341861371905","404533862","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"63","flyaway bus time! ",FALSE,0,NA,2013-12-20 17:39:47,FALSE,NA,"414087750581637120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mzhang13",0,FALSE,FALSE,"-118.27474373","34.03313197"
"64","hello new life. ",FALSE,1,NA,2013-12-20 16:13:59,FALSE,NA,"414066156786307072",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"65","All of a Sudden I Miss Everyone.
",FALSE,0,NA,2013-12-20 06:18:49,FALSE,NA,"413916378899288064",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"66","",FALSE,0,NA,2013-12-20 05:23:13,FALSE,NA,"413902388320145409",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"67","it's crazy how many wonderful things I have to say to people who have already prematurely judged.",FALSE,0,NA,2013-12-20 05:22:50,FALSE,NA,"413902290949390336",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"68","self-awareness is key.",FALSE,0,NA,2013-12-20 05:07:51,FALSE,NA,"413898520727277568",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"69","  all about happiness in this life",FALSE,0,"beckermjulia",2013-12-20 05:06:49,FALSE,"413891561442013184","413898259912855552","393570115","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"70","let the subtweeting craze begin. ",FALSE,0,NA,2013-12-20 03:00:32,FALSE,NA,"413866479629500416",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"71","so much bm.",FALSE,0,NA,2013-12-16 23:47:00,FALSE,NA,"412730611179487232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mzhang13",0,FALSE,FALSE,"-73.15554751","40.88561932"
"72","whyyyyyyyy meeeeeee. ",FALSE,0,NA,2013-12-08 10:18:39,FALSE,NA,"409628081385906176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mzhang13",0,FALSE,FALSE,"-74.65651224","40.34530418"
"73","walking on cloud nine. ",FALSE,0,NA,2013-11-05 04:48:05,FALSE,NA,"397586091316084736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mzhang13",0,FALSE,FALSE,NA,NA
"74","family is a group of people that gave you life and lived with you in your early life and nothing more. ",FALSE,0,NA,2013-11-03 19:08:28,FALSE,NA,"397077835757940736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mzhang13",0,FALSE,FALSE,NA,NA
"75","oh my god if I actually used Twitter I would hella subtweet all day.",FALSE,0,NA,2013-11-03 00:57:38,FALSE,NA,"396803320620519424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mzhang13",0,FALSE,FALSE,NA,NA
"76","this is pretty cool... 

 http://t.co/mWlN8Rki8W",FALSE,0,NA,2013-10-29 16:58:23,FALSE,NA,"395233163855036416",NA,"<a href=""https://www.thunderclap.it"" rel=""nofollow"">Thunderclap</a>","mzhang13",0,FALSE,FALSE,NA,NA
"77","when people use words they don't understand the meaning of. ",FALSE,0,NA,2013-10-27 17:50:32,FALSE,NA,"394521510435512321",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"78"," oh nevermind i get the hashtag",FALSE,1,"mzhang13",2013-10-27 04:09:27,FALSE,"394314711958704128","394314878355120128","29875935","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"79"," what is it",FALSE,0,"MattyBrennan14",2013-10-27 04:08:48,FALSE,"394311846825820160","394314711958704128","471223319","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"80"," hi",FALSE,0,"jodieruodiwei",2013-10-27 03:57:06,FALSE,NA,"394311771558649856","1457061966","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"81","oh.",FALSE,0,NA,2013-10-24 03:39:31,FALSE,NA,"393220180236439552",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"82","  minuscule*",FALSE,0,"StevenSicari",2013-10-24 03:05:17,FALSE,"384436432552853504","393211565433819137","626057787","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"83","woo!",FALSE,0,NA,2013-10-13 05:25:18,FALSE,NA,"389260534098718720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mzhang13",0,FALSE,FALSE,NA,NA
"84","sleep has begun to elude me. ",FALSE,2,NA,2013-10-06 07:02:02,FALSE,NA,"386748164956385280",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",1,FALSE,FALSE,NA,NA
"85","why must I be congested so much ",FALSE,0,NA,2013-09-20 05:11:30,FALSE,NA,"380922143606702080",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"86"," now that iOS 7 has come out it's time for all us to be annoying about it and say we've had it for months..",FALSE,1,"akerps",2013-09-18 17:58:13,FALSE,NA,"380390318333374464","559746818","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"87","it's almost strange how much I don't want to go to class sometimes. ",FALSE,0,NA,2013-09-17 13:21:14,FALSE,NA,"379958224637526016",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"88","life is our dictionary. ",FALSE,0,NA,2013-09-09 05:33:24,FALSE,NA,"376941388203438080",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
"89","=] ",FALSE,1,NA,2013-08-31 07:48:24,FALSE,NA,"373713870549815296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mzhang13",0,FALSE,FALSE,NA,NA
"90","i'm so damn happy right now. ",FALSE,1,NA,2013-08-15 07:28:19,FALSE,NA,"367910609955725312",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",1,FALSE,FALSE,NA,NA
"91","holding fast to all that is good in this life.",FALSE,0,NA,2013-07-27 01:49:56,FALSE,NA,"360940085207769089",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mzhang13",0,FALSE,FALSE,NA,NA
