"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"198","https://t.co/hBD6EwrYNu",FALSE,28482,NA,2016-03-18 18:10:42,FALSE,NA,"710891191806648321",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",6319,FALSE,FALSE,NA,NA
"199","PABLO POP-UP SHOP MARCH 18-20 FRI 4-8 PM SAT SUN 12-8 PM AT 83 WOOSTER IN NYC https://t.co/j1t9Ng5JkO",FALSE,26793,NA,2016-03-17 19:46:10,FALSE,NA,"710552827203076097",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",8748,FALSE,FALSE,NA,NA
"200","Fixing Wolves 2day... Worked on it for 3 weeks. Life Of Pablo is a living breathing changing creative expression. #contemporaryart",FALSE,51016,NA,2016-03-15 22:41:05,FALSE,NA,"709872072604913664",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",18496,FALSE,FALSE,NA,NA
"201","Utah has eliminated homelessness by 91%",FALSE,38049,NA,2016-03-15 20:02:54,FALSE,NA,"709832264503447552",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",13037,FALSE,FALSE,NA,NA
"202","Non artist trying to grab the paint brush...",FALSE,29751,NA,2016-03-14 16:06:26,FALSE,NA,"709410369459109888",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",16957,FALSE,FALSE,NA,NA
"203","My tweets are a form of contemporary art only compromised by people trying to tell me what to tweet and not to tweet...",FALSE,46352,NA,2016-03-14 16:03:33,FALSE,NA,"709409643387297792",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",28598,FALSE,FALSE,NA,NA
"204","no one can ask me or try to tell me what to Instagram... It's my art...",FALSE,47105,NA,2016-03-14 16:00:46,FALSE,NA,"709408940908486657",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",22214,FALSE,FALSE,NA,NA
"205","on another note... I was thinking about getting an Instagram but only on one condition......",FALSE,32593,NA,2016-03-14 15:58:33,FALSE,NA,"709408385163268097",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",8860,FALSE,FALSE,NA,NA
"206","%1000 Steve Ballmer. Let's meet this week if you have time. I was hanging with Chris Paul last night.",FALSE,14029,NA,2016-03-14 15:55:04,FALSE,NA,"709407505835753472",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",3799,FALSE,FALSE,NA,NA
"207","Steve Ballmer can I please redesign the Clippers mascot",FALSE,37021,NA,2016-03-13 20:13:55,FALSE,NA,"709110258988351488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kanyewest",19000,FALSE,FALSE,NA,NA
"208","I believe in us",FALSE,84888,NA,2016-03-13 19:23:36,FALSE,NA,"709097596472729601",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",92086,FALSE,FALSE,NA,NA
"209","I think human beings can create a Utopia.",FALSE,27904,NA,2016-03-13 19:22:52,FALSE,NA,"709097414741905408",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",12620,FALSE,FALSE,NA,NA
"210","I care about quality",FALSE,37799,NA,2016-03-13 19:21:24,FALSE,NA,"709097042975576064",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",28535,FALSE,FALSE,NA,NA
"211","I care about truth.",FALSE,39719,NA,2016-03-13 19:20:20,FALSE,NA,"709096776352075776",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",35295,FALSE,FALSE,NA,NA
"212","I care about our future.",FALSE,37219,NA,2016-03-13 19:19:21,FALSE,NA,"709096528271581184",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",28131,FALSE,FALSE,NA,NA
"213","I care about people.",FALSE,36102,NA,2016-03-13 19:18:02,FALSE,NA,"709096196690812929",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",26016,FALSE,FALSE,NA,NA
"214","everyone can say anything they want about me but they could never say that I didn't care.",FALSE,44418,NA,2016-03-13 19:17:29,FALSE,NA,"709096057888710658",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",37260,FALSE,FALSE,NA,NA
"215","I have discovered my single greatest quality.  I care.",FALSE,67965,NA,2016-03-13 19:14:46,FALSE,NA,"709095376830201856",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",50479,FALSE,FALSE,NA,NA
"216","What do you mean by @JustinBieber was my favorite song of 2015",FALSE,148237,NA,2016-03-13 17:36:03,FALSE,NA,"709070533581774848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kanyewest",97488,FALSE,FALSE,NA,NA
"217","mood https://t.co/msQNDIoHgA",FALSE,63672,NA,2016-03-12 15:36:51,FALSE,NA,"708678146808217600",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",23407,FALSE,FALSE,NA,NA
"218","No more fashion calendar... I'm going Mad Max... 6 collections a year...3 albums a year",FALSE,64331,NA,2016-03-12 15:08:26,FALSE,NA,"708670997612908546",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",32892,FALSE,FALSE,NA,NA
"219","https://t.co/PysZQ6d2gD",FALSE,8232,NA,2016-03-11 18:17:52,FALSE,NA,"708356278519775236",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",2050,FALSE,FALSE,NA,NA
"220","and yes Run is on my all time top ten list!!!",FALSE,11350,NA,2016-03-10 18:22:27,FALSE,NA,"707995045551546368",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",2677,FALSE,FALSE,NA,NA
"221","I feel like Rev Run, God MC tweeting positive energy while sitting in the bathroom!",FALSE,17806,NA,2016-03-10 18:21:24,FALSE,NA,"707994782874914816",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",6816,FALSE,FALSE,NA,NA
"222","Let's start the day off right!!! And y'all know what I'm bout to say now ...#allpositivevibes!!!!!!",FALSE,23267,NA,2016-03-10 18:20:40,FALSE,NA,"707994599030181888",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",15353,FALSE,FALSE,NA,NA
"223","My whole family loves you and your family and we appreciate the moment you helped realize on the Beams!!!",FALSE,12826,NA,2016-03-10 18:19:32,FALSE,NA,"707994311246405633",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",2907,FALSE,FALSE,NA,NA
"224","I love you. My dad loves you.",FALSE,21438,NA,2016-03-10 18:18:22,FALSE,NA,"707994017997430784",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",10812,FALSE,FALSE,NA,NA
"225","Thank you Kirk for standing by me through all the noise.",FALSE,11766,NA,2016-03-10 18:17:47,FALSE,NA,"707993871985283072",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",2887,FALSE,FALSE,NA,NA
"226","The choir arrangement that Kirk orchestrated is the most powerful thing I've heard in my earthly existence.",FALSE,19066,NA,2016-03-10 18:17:14,FALSE,NA,"707993731220148224",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",6215,FALSE,FALSE,NA,NA
"227","A lot of people tell me Ultralight Beam is my greatest artwork to date only rival being Jesus Walks.",FALSE,38808,NA,2016-03-10 18:16:10,FALSE,NA,"707993466089906177",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",16455,FALSE,FALSE,NA,NA
"228","Be strong today little bro!  “Come to me, all of you who are tired and have heavy loads, and I will give you rest. MATTHEW 11:28”",FALSE,25313,NA,2016-03-10 18:05:32,FALSE,NA,"707990787674476544",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",13344,FALSE,FALSE,NA,NA
"229","I just received a blessing from minister Kirk Franklin",FALSE,13089,NA,2016-03-10 18:03:31,FALSE,NA,"707990280843173888",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",3502,FALSE,FALSE,NA,NA
"230","Olivier designed clothes for my show… That was real,   that was groundbreaking,  that is a Real Friend.",FALSE,13214,NA,2016-03-09 23:32:53,FALSE,NA,"707710779412357122",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",2538,FALSE,FALSE,NA,NA
"231","Be real…",FALSE,42512,NA,2016-03-09 23:32:12,FALSE,NA,"707710609383682048",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",57037,FALSE,FALSE,NA,NA
"232","Don’t try to use me for advertisement or to make your proposed trend relevant.",FALSE,15030,NA,2016-03-09 23:32:00,FALSE,NA,"707710558280282112",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",4787,FALSE,FALSE,NA,NA
"233","If you wouldn’t invite me to your house then don’t invite me to your show.",FALSE,25238,NA,2016-03-09 23:31:02,FALSE,NA,"707710313932713985",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",10168,FALSE,FALSE,NA,NA
"234","Fake Fake Fake fake fake fake fake fake fake fake fake … just my analysis",FALSE,124448,NA,2016-03-09 23:30:28,FALSE,NA,"707710173683568642",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",144717,FALSE,FALSE,NA,NA
"235","So many people turned on her when she was fired and acted like they forgot the innovation and beauty that she brought to the world…",FALSE,9969,NA,2016-03-09 23:29:56,FALSE,NA,"707710040728330240",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",2091,FALSE,FALSE,NA,NA
"236","The fashion world is sooooooo fake and Carine is one of the very few real people in fashion…",FALSE,11327,NA,2016-03-09 23:28:34,FALSE,NA,"707709693955842048",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",2747,FALSE,FALSE,NA,NA
"237","I like T-shirts and women in yoga pants… I live in LA that’s what people wear… not sure why someone would put a suit jacket on with that.",FALSE,25047,NA,2016-03-09 23:27:36,FALSE,NA,"707709451298611200",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",8110,FALSE,FALSE,NA,NA
"238","All these journalists can give their opinions well these are mine…yes I believe in my ripped homeless sweaters!!!",FALSE,37496,NA,2016-03-09 23:26:07,FALSE,NA,"707709079091855360",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",18770,FALSE,FALSE,NA,NA
"239","Sorry I couldn’t be at Virgil’s show because I had a meeting in another city.",FALSE,8367,NA,2016-03-09 23:24:05,FALSE,NA,"707708564576608256",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",1597,FALSE,FALSE,NA,NA
"240","this is my friend and we've bounced ideas and references for years since the time when he designed for YEEZY Season 1.",FALSE,9033,NA,2016-03-09 23:23:08,FALSE,NA,"707708327141240837",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",1736,FALSE,FALSE,NA,NA
"241","I thank Demna for using the ""I feel like Pablo"" sweatshirts in his show,",FALSE,10402,NA,2016-03-09 23:21:43,FALSE,NA,"707707971963383808",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",2119,FALSE,FALSE,NA,NA
"242","I thank Olivier for designing his collection around my wife… this is visionary as I believe that Kim is our modern day everything.",FALSE,18696,NA,2016-03-09 23:18:45,FALSE,NA,"707707222390906880",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",4303,FALSE,FALSE,NA,NA
"243","Oh and I only came to Paris fashion to stand by my friends Olivier, Riccardo and Demna.",FALSE,9389,NA,2016-03-09 23:17:17,FALSE,NA,"707706853795479552",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",1981,FALSE,FALSE,NA,NA
"244","Just cause somebody is wearing combat boots doesn’t mean it’s all of a sudden youth.",FALSE,13020,NA,2016-03-09 23:16:05,FALSE,NA,"707706553919475712",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",3703,FALSE,FALSE,NA,NA
"245","I also hate all the stylists that copy Hedi Slimane and give their clients blatant YSL looks thinking that it will bring a younger client.",FALSE,9744,NA,2016-03-09 23:14:25,FALSE,NA,"707706133750943744",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",2444,FALSE,FALSE,NA,NA
"246","I feel we are so stuck in the past and tradition.",FALSE,20154,NA,2016-03-09 23:12:40,FALSE,NA,"707705694389198849",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",13059,FALSE,FALSE,NA,NA
"247","I especially hate suit jackets on women… that was a groundbreaking idea 5 million years ago!",FALSE,11884,NA,2016-03-09 23:11:42,FALSE,NA,"707705448418385920",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",3855,FALSE,FALSE,NA,NA
"248","I don’t personally like suit jackets anymore.",FALSE,15452,NA,2016-03-09 23:11:04,FALSE,NA,"707705291056541697",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",6084,FALSE,FALSE,NA,NA
"249","excited to see my family and finish the final mixes of the Life of Pablo and keep working on Turbo Grafx 16 and Season 4 ….",FALSE,25249,NA,2016-03-09 23:10:18,FALSE,NA,"707705098101776384",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",8850,FALSE,FALSE,NA,NA
"250","I’m on a plane coming back from Europe…",FALSE,11984,NA,2016-03-09 23:08:10,FALSE,NA,"707704561407041537",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",2781,FALSE,FALSE,NA,NA
"251","Get Top on the phoooone!!!!!  @Kendricklamar",FALSE,34089,NA,2016-03-09 01:19:47,FALSE,NA,"707375295234494464",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",19092,FALSE,FALSE,NA,NA
"252","we win",FALSE,23453,NA,2016-03-09 01:16:59,FALSE,NA,"707374588762701825",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",18753,FALSE,FALSE,NA,NA
"253","the pure of heart win…",FALSE,26816,NA,2016-03-09 01:16:20,FALSE,NA,"707374428003373056",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",24477,FALSE,FALSE,NA,NA
"254","the thinkers win…",FALSE,25289,NA,2016-03-09 01:16:01,FALSE,NA,"707374347854417920",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",21811,FALSE,FALSE,NA,NA
"255","the artists win...",FALSE,21830,NA,2016-03-09 01:15:30,FALSE,NA,"707374219206782976",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",13588,FALSE,FALSE,NA,NA
"256","the future thinkers win…",FALSE,24097,NA,2016-03-09 01:14:17,FALSE,NA,"707373911214833664",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",18415,FALSE,FALSE,NA,NA
"257","Together we stand… we win…",FALSE,17872,NA,2016-03-09 01:13:46,FALSE,NA,"707373780692242433",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",10768,FALSE,FALSE,NA,NA
"258","Thank you to @asvpxrocky for supporting me at the MSG show…",FALSE,18818,NA,2016-03-09 01:11:24,FALSE,NA,"707373185768017921",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",4301,FALSE,FALSE,NA,NA
"259","I guess in a media world where you never hear the truth, the truth can come off as crazy…",FALSE,21366,NA,2016-03-09 01:09:08,FALSE,NA,"707372614407340033",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",12056,FALSE,FALSE,NA,NA
"260","It’s been a lot of confusion in the past 3 weeks so let me apologize for in any way being confusing…",FALSE,13593,NA,2016-03-09 01:07:25,FALSE,NA,"707372184344334336",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",3830,FALSE,FALSE,NA,NA
"261",". @Adidas is making a million Yeezys this year, opening up new factories…",FALSE,38629,NA,2016-03-09 01:05:59,FALSE,NA,"707371822489198592",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",17092,FALSE,FALSE,NA,NA
"262","Feeling like Robin Hood…",FALSE,12500,NA,2016-03-09 01:03:37,FALSE,NA,"707371225446748160",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",5448,FALSE,FALSE,NA,NA
"263","what war?  a class war… a war against time…",FALSE,12268,NA,2016-03-09 01:02:58,FALSE,NA,"707371061608849408",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",4373,FALSE,FALSE,NA,NA
"264","sometimes the quiet moments feel like I’m home from battle…",FALSE,13394,NA,2016-03-09 01:02:24,FALSE,NA,"707370922064396288",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",5370,FALSE,FALSE,NA,NA
"265","can’t wait to get home to North, Saint and my wife…",FALSE,42146,NA,2016-03-09 00:59:08,FALSE,NA,"707370099129323524",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",9168,FALSE,FALSE,NA,NA
"266","Met with @Hermes_Paris family yesterday… been out here fighting for 13 years and it feels like we’re finally seeing wins…",FALSE,9375,NA,2016-03-09 00:57:41,FALSE,NA,"707369734979903488",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",2076,FALSE,FALSE,NA,NA
"267","Was speaking with @souljaian earlier about a new idea…",FALSE,9199,NA,2016-03-09 00:56:45,FALSE,NA,"707369497053810688",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",2471,FALSE,FALSE,NA,NA
"268","So proud of my brother @VirgilAbloh with his new @OffWht collection!!!",FALSE,7977,NA,2016-03-09 00:56:07,FALSE,NA,"707369338760781825",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",1931,FALSE,FALSE,NA,NA
"269","bear with me guys, Rome wasn’t built in a day but I promise to keep my promises…",FALSE,20720,NA,2016-03-09 00:52:03,FALSE,NA,"707368315367366659",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",8235,FALSE,FALSE,NA,NA
"270","really happy to get the quality of the products better at half the prices of last year…",FALSE,13215,NA,2016-03-09 00:51:11,FALSE,NA,"707368100103135232",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",3500,FALSE,FALSE,NA,NA
"271","Sitting with @Robinnowicki from @ustwo working on the YEEZY site…",FALSE,8099,NA,2016-03-09 00:47:39,FALSE,NA,"707367208448626688",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",1842,FALSE,FALSE,NA,NA
"272","playing the new Kendrick…  1 thousand images on the desktop…  Hennessy &amp; what’s left of the ice and coke zero…",FALSE,24093,NA,2016-03-09 00:45:29,FALSE,NA,"707366662148857857",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",8357,FALSE,FALSE,NA,NA
"273","Super inspired by my visit to Ikea today , really amazing company… my mind is racing with the possibilities…",FALSE,45428,NA,2016-03-09 00:42:44,FALSE,NA,"707365972194283520",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",24789,FALSE,FALSE,NA,NA
"274","Up late designing in Sweden…",FALSE,14698,NA,2016-03-09 00:41:14,FALSE,NA,"707365594614669312",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",4488,FALSE,FALSE,NA,NA
"275","please see these next tweets as such because the ideas will jump around a bit… a bit like a mood board...",FALSE,11501,NA,2016-03-09 00:39:51,FALSE,NA,"707365246634221569",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",2843,FALSE,FALSE,NA,NA
"276","this is a stream of consciousness… twitter poetry…",FALSE,16167,NA,2016-03-09 00:38:54,FALSE,NA,"707365004941598721",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",6925,FALSE,FALSE,NA,NA
"277","Thank you Carine for believing in the vision, You are a visionary https://t.co/f13xrRC5W9",FALSE,5765,NA,2016-03-08 23:30:17,FALSE,NA,"707347739567325186",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",1252,FALSE,FALSE,NA,NA
"278","muse https://t.co/JeXMTsZKmQ",FALSE,86386,NA,2016-03-08 23:15:32,FALSE,NA,"707344026081611776",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",31841,FALSE,FALSE,NA,NA
"279","###hashtag all positive vibes",FALSE,34486,NA,2016-03-07 17:41:55,FALSE,NA,"706897680388268032",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",35335,FALSE,FALSE,NA,NA
"280","please avoid trying to talk me out of being me in the future",FALSE,48196,NA,2016-03-07 17:40:47,FALSE,NA,"706897396425498624",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",39152,FALSE,FALSE,NA,NA
"281","Growing and learning but not being told to stop ...not being stunted.",FALSE,22648,NA,2016-03-07 17:37:19,FALSE,NA,"706896522525478912",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",12644,FALSE,FALSE,NA,NA
"282","I want people to be the best version of themselves and I will be the best version of me.",FALSE,54171,NA,2016-03-07 17:36:35,FALSE,NA,"706896340425568258",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",49176,FALSE,FALSE,NA,NA
"283","question... Why do people not want me to be me?",FALSE,61773,NA,2016-03-07 17:35:20,FALSE,NA,"706896023155826689",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",57908,FALSE,FALSE,NA,NA
"284","uuuuuuum, so there it is... No more CDs from me",FALSE,18638,NA,2016-03-07 17:33:28,FALSE,NA,"706895554471657472",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",8315,FALSE,FALSE,NA,NA
"285","the Yeezus album packaging was an open casket to CDs r.i.p",FALSE,20610,NA,2016-03-07 17:32:20,FALSE,NA,"706895269984673792",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",7422,FALSE,FALSE,NA,NA
"286","I was thinking about not making CDs ever again... Only streaming",FALSE,22840,NA,2016-03-07 17:30:24,FALSE,NA,"706894783705432064",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",7703,FALSE,FALSE,NA,NA
"287","Uuuuum... hi everybody!",FALSE,37004,NA,2016-03-07 17:29:47,FALSE,NA,"706894626653872128",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",21760,FALSE,FALSE,NA,NA
"288","Tyler killed this https://t.co/YVzyTXE1Bu",FALSE,41429,NA,2016-03-06 23:01:21,FALSE,NA,"706615681903628288",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",26847,FALSE,FALSE,NA,NA
"289","Love this video https://t.co/Ar8wrpQ95q",FALSE,8126,NA,2016-03-06 22:12:02,FALSE,NA,"706603272262565888",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",1865,FALSE,FALSE,NA,NA
"290","Playing the new Nigel Holt album in Paris …  this is the perfect vibe right now! https://t.co/t047o2i0Vi https://t.co/qvojAjJNWM",FALSE,13665,NA,2016-03-06 21:58:00,FALSE,NA,"706599738632699904",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",3291,FALSE,FALSE,NA,NA
"291","we need to bring Max B, Lord (Timothy Ballard) and Barkim back home @nas @FrenchMontana #Harlem #QB",FALSE,14514,NA,2016-03-05 03:56:20,FALSE,NA,"705965143012855810",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",5389,FALSE,FALSE,NA,NA
"292","I promised Obama Ima do beats on NAS’ next album…",FALSE,50752,NA,2016-03-05 03:56:04,FALSE,NA,"705965072204570625",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",24873,FALSE,FALSE,NA,NA
"293","I want to stream you performing in a Minnie Mouse head on @TIDALHiFi",FALSE,17991,NA,2016-03-02 20:31:19,FALSE,NA,"705128371903193088",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",5301,FALSE,FALSE,NA,NA
"294","I’m very detailed oriented and I will know the difference so don’t try to just throw a bow on the original head…",FALSE,41559,NA,2016-03-02 18:41:00,FALSE,NA,"705100610002096128",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",20045,FALSE,FALSE,NA,NA
"295","I need you to perform at her party with specifically a minnie mouse dead-mow-five head… not a mickey mouse dead-mow-five head.",FALSE,34250,NA,2016-03-02 18:40:04,FALSE,NA,"705100376622637060",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",20680,FALSE,FALSE,NA,NA
"296","can you please bring the minnie mouse head … not yours   she specifically likes minnie mouse …",FALSE,29435,NA,2016-03-02 18:39:17,FALSE,NA,"705100180065034240",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",14400,FALSE,FALSE,NA,NA
"297","Do you do birthday parties?? My daughter loves Minnie mouse…",FALSE,39502,NA,2016-03-02 18:38:33,FALSE,NA,"705099993347133440",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",20930,FALSE,FALSE,NA,NA
"298","# I’m bored  ### when you get married will your wife have a giant minnie mouse head? # This brightened up my day… thank you dead-mow-five",FALSE,36347,NA,2016-03-02 18:37:48,FALSE,NA,"705099806834823168",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",18317,FALSE,FALSE,NA,NA
"299","# hash tag you raised Tidal’s subscriptions by a whopping ������downloads",FALSE,15900,NA,2016-03-02 18:37:26,FALSE,NA,"705099712353968129",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",4957,FALSE,FALSE,NA,NA
"300","# ok another super serious question   ...  is there a portable fan situation?",FALSE,15364,NA,2016-03-02 18:34:37,FALSE,NA,"705099006838444032",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kanyewest",5457,FALSE,FALSE,NA,NA
